Tank,ID,Genotype,Water Treatment,Plastic Treatment,Combined Treatmenr,Date,Temp,DO,Salinity,pH,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,10/25/20,28.58,6.26,34.33,8.031,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,10/25/20,28.63,6.42,36.84,8.061,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,10/25/20,28.63,6.37,37.48,8.058,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,10/25/20,30.39,6.33,37.04,7.936,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,10/25/20,30.39,6.23,38,7.925,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,10/25/20,30.41,6.28,36.51,7.911,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,10/25/20,28.63,6.43,36.53,8.079,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,10/25/20,30.43,6.32,34.73,7.907,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,10/25/20,28.64,6.53,36.21,8.077,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,10/25/20,28.66,6.5,36.29,8.050,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,10/25/20,28.64,6.56,36.11,8.021,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,10/25/20,28.63,6.56,33.59,8.102,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,10/25/20,30.40,6.23,37.16,7.941,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,10/25/20,30.40,6.39,35.38,7.940,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,10/25/20,28.65,6.62,37,8.005,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,10/25/20,29.44,6.42,36.39,7.909,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,10/25/20,30.41,6.26,36.33,7.934,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,10/25/20,28.61,6.44,35.25,8.092,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,10/25/20,30.34,6.2,36.52,8.073,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,10/25/20,28.63,6.4,37.92,8.040,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,10/25/20,28.65,6.56,36.56,8.053,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,10/25/20,28.63,6.5,36.42,8.055,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,10/25/20,30.43,6.28,35.52,7.953,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,10/25/20,30.42,6.29,34.75,7.923,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,10/25/20,28.65,6.44,34.01,8.065,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,10/25/20,30.41,6.22,36.93,7.565,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,10/25/20,30.39,6.23,36.63,7.917,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,10/25/20,28.63,6.42,36.43,8.082,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,10/25/20,30.41,6.33,36.44,7.899,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,10/25/20,30.43,6.31,35.5,7.906,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,10/25/20,28.64,6.6,35.69,8.041,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,10/26/20,28.62,6.35,37.05,8.037,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,10/26/20,30.46,6.19,36.7,7.924,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,10/26/20,28.64,6.39,35.06,8.019,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,10/26/20,30.43,6.26,33.97,7.936,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,10/26/20,30.22,6.26,33.84,7.916,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,10/26/20,28.62,6.34,33.97,8.046,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,10/26/20,28.58,6.42,35.84,8.073,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,10/26/20,28.62,6.38,36.33,8.051,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,10/26/20,30.39,6.23,34.01,7.959,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,10/26/20,30.40,6.21,35.89,7.884,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,10/26/20,30.38,6.19,37.13,7.964,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,10/26/20,28.61,6.43,35.55,8.073,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,10/26/20,30.41,6.28,33.82,7.898,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,10/26/20,28.64,6.41,35.67,8.074,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,10/26/20,28.65,6.4,36.73,8.053,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,10/26/20,28.61,6.38,35.55,8.010,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,10/26/20,28.62,6.59,31.62,8.084,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,10/26/20,30.36,6.19,36.21,7.921,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,10/26/20,30.37,6.26,34.3,7.930,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,10/26/20,28.62,6.36,36.13,8.008,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,10/26/20,29.44,6.33,34.88,7.903,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,10/26/20,30.39,6.26,35.7,7.936,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,10/26/20,28.61,6.44,34.04,8.068,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,10/26/20,30.37,6.36,31.93,8.004,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,10/26/20,28.59,6.39,36.41,8.022,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,10/26/20,28.61,6.44,35.35,8.050,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,10/26/20,28.61,6.41,36.25,8.059,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,10/26/20,30.42,6.3,33.65,7.922,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,10/26/20,30.42,6.32,33.68,7.919,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,10/26/20,28.62,6.46,33.23,8.062,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,10/26/20,30.40,6.24,36.55,8.027,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,10/26/20,30.38,6.22,36.33,7.952,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,10/26/20,28.62,6.38,35.99,8.086,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,10/26/20,30.40,6.25,36.17,7.908,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,10/26/20,30.36,6.31,35,7.906,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,10/26/20,28.62,6.39,35.81,8.050,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,10/27/20,28.63,6.29,36.99,8.102,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,10/27/20,30.63,6.16,37.11,8.036,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,10/27/20,28.66,6.38,35.62,8.091,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,10/27/20,30.60,6.18,34.72,8.029,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,10/27/20,30.32,6.22,34.86,7.990,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,10/27/20,28.63,6.44,34.98,8.104,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,10/27/20,28.63,6.4,36.28,8.130,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,10/27/20,28.63,6.36,36.82,8.106,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,10/27/20,30.61,6.22,35.04,8.058,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,10/27/20,30.59,6.18,36.52,8.014,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,10/27/20,30.61,6.18,37.34,8.040,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,10/27/20,28.61,6.42,36.18,8.121,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,10/27/20,30.61,6.25,34.73,8.001,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,10/27/20,28.65,6.43,36.19,8.129,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,10/27/20,28.66,6.4,36.95,8.112,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,10/27/20,28.65,6.38,35.98,8.072,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,10/27/20,28.65,6.52,33.11,8.124,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,10/27/20,30.60,6.21,36.67,8.039,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,10/27/20,30.60,6.2,35.22,8.055,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,10/27/20,28.63,6.38,36.52,8.086,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,10/27/20,29.47,6.34,35.65,8.019,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,10/27/20,30.59,6.24,36.22,8.035,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,10/27/20,28.63,6.47,34.94,8.137,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,10/27/20,30.57,6.3,33.31,8.096,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,10/27/20,28.64,6.38,36.89,8.014,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,10/27/20,28.63,6.4,36.07,8.090,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,10/27/20,28.63,6.42,36.69,8.109,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,10/27/20,30.60,6.29,34.85,7.976,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,10/27/20,30.63,6.3,34.65,7.974,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,10/27/20,28.63,6.47,34.27,8.114,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,10/27/20,30.62,6.21,37.11,8.018,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,10/27/20,30.58,6.23,36.95,8.068,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,10/27/20,28.66,6.43,36.49,8.144,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,10/27/20,30.62,6.26,36.83,8.043,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,10/27/20,30.61,6.28,35.59,8.012,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,10/27/20,28.64,6.44,36.29,8.111,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,10/28/20,28.64,6.37,36.92,7.813,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,10/28/20,30.60,6.18,37.11,7.863,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,10/28/20,28.65,6.39,35.31,7.810,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,10/28/20,30.61,6.25,34.13,7.848,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,10/28/20,30.35,6.28,34.21,7.895,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,10/28/20,28.63,6.46,34.15,7.937,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,10/28/20,28.62,6.47,34.76,7.977,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,10/28/20,28.62,6.4,36.24,7.931,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,10/28/20,30.59,6.22,34.34,7.823,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,10/28/20,30.60,6.2,36.1,7.840,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,10/28/20,30.61,6.21,36.44,7.882,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,10/28/20,28.63,6.38,35.86,7.960,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,10/28/20,30.61,6.25,34.14,7.827,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,10/28/20,28.64,6.38,35.66,7.913,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,10/28/20,28.67,6.41,36.67,7.939,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,10/28/20,28.65,6.38,35.74,7.861,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,10/28/20,28.65,6.55,31.69,7.967,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,10/28/20,30.60,6.22,36.46,7.938,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,10/28/20,30.59,6.22,34.55,7.893,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,10/28/20,28.65,6.38,36.06,7.906,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,10/28/20,29.48,6.39,33.92,7.864,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,10/28/20,30.62,6.26,35.25,7.866,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,10/28/20,28.63,6.49,33.43,7.886,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,10/28/20,30.59,6.42,30.51,7.901,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,10/28/20,28.65,6.42,35.9,7.926,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,10/28/20,28.62,6.41,35.16,7.913,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,10/28/20,28.64,6.42,35.84,7.947,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,10/28/20,30.60,6.33,32.11,7.847,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,10/28/20,30.61,6.29,33.94,7.886,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,10/28/20,28.63,6.46,33.7,7.988,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,10/28/20,30.61,6.23,36.69,7.867,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,10/28/20,30.59,6.22,36.51,7.850,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,10/28/20,28.65,6.41,36.18,7.815,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,10/28/20,30.60,6.27,35.94,7.832,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,10/28/20,30.61,6.31,35.08,7.879,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,10/28/20,28.65,6.42,35.44,7.952,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,10/29/20,28.63,6.29,35.66,8.023,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,10/29/20,30.57,6.12,36.87,7.944,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,10/29/20,28.62,6.35,34.7,7.971,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,10/29/20,30.50,6.12,35.07,7.931,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,10/29/20,30.29,6.18,33.97,7.875,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,10/29/20,28.61,6.4,34.05,8.011,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,10/29/20,28.59,6.42,34.49,8.050,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,10/29/20,28.59,6.32,36.07,8.020,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,10/29/20,30.54,6.17,34.3,7.988,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,10/29/20,30.51,6.12,36.34,7.894,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,10/29/20,30.54,6.13,37.27,7.970,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,10/29/20,28.60,6.3,36.59,8.035,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,10/29/20,30.56,6.19,34.11,7.925,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,10/29/20,28.57,6.37,35.35,8.012,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,10/29/20,28.63,6.38,35.78,8.017,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,10/29/20,28.63,6.29,35.88,7.940,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,10/29/20,28.59,6.55,29.97,8.042,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,10/29/20,30.55,6.18,36.03,8.028,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,10/29/20,30.54,6.16,34.71,7.897,,,,,,,,,,,,,,,,,,,,,,
