Tank,ID,Genotype,Water Treatment,Plastic Treatment,Combined Treatmenr,Date,Temp,DO,Salinity,pH,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,10/29/20,28.63,6.3,36.67,7.948,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,10/29/20,29.44,6.29,34.04,7.896,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,10/29/20,30.55,6.2,35.35,7.922,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,10/29/20,28.60,6.45,33.21,8.067,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,10/29/20,30.36,6.34,29.83,7.936,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,10/29/20,28.60,6.35,36.02,7.982,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,10/29/20,28.61,6.32,35.23,7.971,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,10/29/20,28.62,6.39,35.065,8.007,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,10/29/20,30.50,6.29,31.59,7.933,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,10/29/20,30.55,6.25,33.57,7.936,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,10/29/20,28.59,6.46,32.19,8.044,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,10/29/20,30.57,6.16,36.62,7.913,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,10/29/20,30.60,6.16,36.62,7.924,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,10/29/20,28.65,6.39,35.86,8.078,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,10/29/20,30.56,6.19,36.2,7.935,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,10/29/20,30.54,6.19,35.6,7.937,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,10/29/20,28.61,6.36,35.56,8.001,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,10/30/20,28.65,6.4,36.07,8.057,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,10/30/20,30.63,6.14,37.28,7.954,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,10/30/20,28.64,6.39,35.59,8.007,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,10/30/20,30.60,6.19,35.79,7.905,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,10/30/20,30.18,6.28,34.89,7.886,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,10/30/20,28.66,6.43,34.9,8.063,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,10/30/20,28.61,6.46,35.31,8.100,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,10/30/20,28.63,6.35,36.57,8.063,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,10/30/20,30.60,6.25,35.25,8.041,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,10/30/20,30.62,6.18,36.75,7.937,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,10/30/20,30.60,6.18,37.6,8.009,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,10/30/20,28.62,6.34,37.03,8.072,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,10/30/20,30.60,6.19,35.15,7.937,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,10/30/20,28.66,6.43,35.9,8.065,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,10/30/20,28.65,6.43,36.21,8.073,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,10/30/20,28.65,6.32,36.37,7.991,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,10/30/20,28.65,6.51,32.4,8.111,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,10/30/20,30.59,6.21,36.46,8.093,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,10/30/20,30.60,6.19,35.61,7.894,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,10/30/20,28.65,6.3,36.93,7.980,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,10/30/20,29.51,6.34,35.02,7.889,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,10/30/20,30.62,6.21,35.95,7.928,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,10/30/20,28.63,6.42,34.42,8.119,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,10/30/20,30.56,6.28,32.56,8.066,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,10/30/20,28.62,6.37,36.53,8.049,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,10/30/20,28.63,6.35,35.96,8.011,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,10/30/20,28.63,6.41,35.81,8.062,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,10/30/20,30.60,6.29,33.57,7.906,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,10/30/20,30.59,6.25,34.65,7.927,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,10/30/20,28.63,6.44,33.84,8.111,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,10/30/20,30.57,6.18,37.21,7.921,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,10/30/20,30.60,6.13,37.66,7.946,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,10/30/20,28.64,6.39,36.52,8.112,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,10/30/20,30.60,6.24,36.75,7.920,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,10/30/20,30.59,6.21,36.27,7.937,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,10/30/20,28.63,6.39,36.01,8.036,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,10/31/20,28.63,6.53,35.87,8.035,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,10/31/20,30.59,6.3,37.03,7.953,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,10/31/20,28.65,6.63,33.69,8.042,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,10/31/20,30.52,6.35,35.7,7.933,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,10/31/20,30.11,6.47,34.98,7.926,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,10/31/20,28.62,6.55,35.03,8.057,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,10/31/20,28.58,6.63,34.64,8.091,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,10/31/20,28.61,6.53,35.74,8.057,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,10/31/20,30.53,6.41,34.41,8.042,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,10/31/20,30.50,6.3,36.62,7.884,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,10/31/20,30.54,6.34,37.57,7.945,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,10/31/20,28.59,6.52,35.15,8.061,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,10/31/20,30.55,6.34,34.69,7.948,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,10/31/20,,6.58,36.31,8.066,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,10/31/20,,6.59,35.39,8.072,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,10/31/20,,6.44,36.14,7.989,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,10/31/20,,6.64,31.7,8.094,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,10/31/20,30.52,6.33,36.56,8.077,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,10/31/20,30.50,6.4,35.03,7.963,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,10/31/20,,6.48,36.42,8.001,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,10/31/20,29.45,6.48,34.64,7.939,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,10/31/20,30.52,6.36,35.95,7.958,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,10/31/20,28.56,6.57,33.26,8.093,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,10/31/20,30.49,6.44,31.31,8.005,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,10/31/20,28.61,6.52,35.9,7.935,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,10/31/20,28.61,6.52,35.74,8.021,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,10/31/20,28.62,6.56,35.56,8.055,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,10/31/20,30.54,6.42,32.57,7.939,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,10/31/20,30.58,6.39,34.07,7.901,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,10/31/20,28.61,6.56,33.36,8.091,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,10/31/20,30.52,6.29,36.29,7.946,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,10/31/20,30.50,6.27,37.02,7.966,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,10/31/20,28.61,6.56,35.13,8.111,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,10/31/20,30.51,6.37,36.03,7.937,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,10/31/20,30.52,6.36,34.92,7.914,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,10/31/20,28.64,6.54,35.74,8.041,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,11/1/20,28.65,6.53,35.68,8.060,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,11/1/20,30.62,6.32,37.06,7.903,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,11/1/20,28.65,6.56,34.46,8.025,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,11/1/20,30.60,6.36,36.08,7.900,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,11/1/20,30.47,6.36,35.71,7.829,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,11/1/20,28.63,6.51,35.54,8.050,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,11/1/20,28.63,6.63,35.44,8.086,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,11/1/20,28.65,6.49,36.25,8.054,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,11/1/20,30.63,6.48,35.29,8.011,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,11/1/20,30.60,6.37,36.92,7.929,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,11/1/20,30.61,6.32,37.77,8.005,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,11/1/20,28.64,6.5,35.79,8.072,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,11/1/20,30.62,6.32,35.47,7.897,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,11/1/20,28.84,6.29,36.55,8.024,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,11/1/20,28.87,6.86,36.03,8.017,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,11/1/20,28.66,6.35,36.18,7.967,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,11/1/20,28.71,6.312,32.89,8.109,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,11/1/20,30.60,6.31,37.08,8.071,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,11/1/20,30.60,6.44,35.78,7.893,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,11/1/20,28.77,6.32,36.81,7.955,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,11/1/20,29.53,6.32,35.38,7.929,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,11/1/20,30.61,6.3,36.42,7.897,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,11/1/20,28.64,6.42,34.49,8.124,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,11/1/20,30.59,6.34,33.11,7.918,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,11/1/20,28.64,6.45,36.61,8.008,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,11/1/20,28.63,6.5,36.39,8.000,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,11/1/20,28.64,6.58,36.22,8.037,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,11/1/20,30.62,6.38,33.8,7.880,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,11/1/20,30.61,6.29,35.04,7.838,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,11/1/20,28.64,6.48,34.36,8.085,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,11/1/20,30.60,6.27,36.62,7.893,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,11/1/20,30.60,6.22,37.47,7.904,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,11/1/20,28.64,6.42,35.7,8.108,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,11/1/20,30.60,6.41,36.4,7.921,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,11/1/20,30.61,6.33,35.76,7.907,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,11/1/20,28.63,6.51,36.16,8.006,,,,,,,,,,,,,,,,,,,,,,
1,15E - 1,15,AMB,MP+,AMB MP+,11/2/20,28.66,6.43,35.3,8.130,,,,,,,,,,,,,,,,,,,,,,
2,10aA - 1,10a,OAW,MP+,OAW MP+,11/2/20,30.63,6.23,36.51,8.120,,,,,,,,,,,,,,,,,,,,,,
3,5aC - 2,5a,AMB,Control,AMB Control,11/2/20,28.67,6.49,32.62,8.190,,,,,,,,,,,,,,,,,,,,,,
4,15E - 2,15,OAW,Control,OAW Control,11/2/20,30.60,6.23,35.43,8.110,,,,,,,,,,,,,,,,,,,,,,
5,15C - 1,15,OAW,MP+,OAW MP+,11/2/20,30.56,6.26,34.97,8.150,,,,,,,,,,,,,,,,,,,,,,
6,10aB - 1,10a,AMB,MP+,AMB MP+,11/2/20,28.64,6.29,34.99,8.140,,,,,,,,,,,,,,,,,,,,,,
7,15E - 3,15,AMB,Control,AMB Control,11/2/20,28.62,6.53,35.32,8.130,,,,,,,,,,,,,,,,,,,,,,
8,6D - 1,6,AMB,Control,AMB Control,11/2/20,28.65,6.44,36.44,8.220,,,,,,,,,,,,,,,,,,,,,,
9,5aC - 1,5a,OAW,Control,OAW Control,11/2/20,30.62,6.27,35.01,8.120,,,,,,,,,,,,,,,,,,,,,,
10,6B - 2,6,OAW,MP+,OAW MP+,11/2/20,30.60,6.21,37.25,7.940,,,,,,,,,,,,,,,,,,,,,,
11,5B - 1,5,OAW,Control,OAW Control,11/2/20,30.61,6.2,38.25,8.060,,,,,,,,,,,,,,,,,,,,,,
12,5aE - 1,5a,AMB,MP+,AMB MP+,11/2/20,28.63,6.4,35.9,8.290,,,,,,,,,,,,,,,,,,,,,,
13,11E - 2,11,OAW,MP+,OAW MP+,11/2/20,30.61,6.3,33.94,8.060,,,,,,,,,,,,,,,,,,,,,,
14,12E - 1,12,AMB,Control,AMB Control,11/2/20,28.66,6.39,36.08,8.410,,,,,,,,,,,,,,,,,,,,,,
15,2E - 1,2,AMB,MP+,AMB MP+,11/2/20,28.64,6.44,36.14,8.100,,,,,,,,,,,,,,,,,,,,,,
16,2B - 1,2,AMB,Control,AMB Control,11/2/20,28.66,6.45,35.66,8.050,,,,,,,,,,,,,,,,,,,,,,
17,6B - 1,6,AMB,MP+,AMB MP+,11/2/20,28.66,6.53,32.84,8.130,,,,,,,,,,,,,,,,,,,,,,
18,2aE - 1,2a,OAW,Control,OAW Control,11/2/20,30.60,6.31,36.11,8.410,,,,,,,,,,,,,,,,,,,,,,
19,10aC - 1,10a,OAW,Control,OAW Control,11/2/20,30.60,6.48,34.61,7.970,,,,,,,,,,,,,,,,,,,,,,
20,12E - 2,12,AMB,MP+,AMB MP+,11/2/20,28.66,6.35,36.09,8.090,,,,,,,,,,,,,,,,,,,,,,
21,11E - 1,11,OAW,Control,OAW Control,11/2/20,29.55,6.45,36.21,7.910,,,,,,,,,,,,,,,,,,,,,,
22,5aA - 1,5a,OAW,MP+,OAW MP+,11/2/20,30.61,6.4,36.66,7.990,,,,,,,,,,,,,,,,,,,,,,
23,5D - 1,5,AMB,Control,AMB Control,11/2/20,28.63,6.48,34.43,8.110,,,,,,,,,,,,,,,,,,,,,,
24,12B - 1,12,OAW,MP+,OAW MP+,11/2/20,30.58,6.42,31.81,8.030,,,,,,,,,,,,,,,,,,,,,,
25,5C - 1,5,AMB,MP+,AMB MP+,11/2/20,28.64,6.48,35.61,8.180,,,,,,,,,,,,,,,,,,,,,,
26,10aD - 1,10a,AMB,Control,AMB Control,11/2/20,28.63,6.45,35.61,8.120,,,,,,,,,,,,,,,,,,,,,,
27,11A - 1,11,AMB,MP+,AMB MP+,11/2/20,28.62,6.51,35.08,8.200,,,,,,,,,,,,,,,,,,,,,,
28,5C - 2,5,OAW,MP+,OAW MP+,11/2/20,30.64,6.4,32.28,7.980,,,,,,,,,,,,,,,,,,,,,,
29,2A - 1,2,OAW,Control,OAW Control,11/2/20,30.62,6.32,35.5,7.980,,,,,,,,,,,,,,,,,,,,,,
30,11B - 1,11,AMB,Control,AMB Control,11/2/20,28.65,6.53,32.79,8.160,,,,,,,,,,,,,,,,,,,,,,
31,2aB - 1,2a,OAW,MP+,OAW MP+,11/2/20,30.58,6.31,35.96,8.000,,,,,,,,,,,,,,,,,,,,,,
32,12A - 1,12,OAW,Control,OAW Control,11/2/20,30.59,6.27,36.9,8.000,,,,,,,,,,,,,,,,,,,,,,
33,2aD - 1,2a,AMB,Control,AMB Control,11/2/20,28.64,6.45,35.34,8.120,,,,,,,,,,,,,,,,,,,,,,
34,2D - 1,2,OAW,MP+,OAW MP+,11/2/20,30.58,6.3,35.62,7.980,,,,,,,,,,,,,,,,,,,,,,
35,6E - 1,6,OAW,Control,OAW Control,11/2/20,30.62,6.31,35.26,8.050,,,,,,,,,,,,,,,,,,,,,,
36,2aC - 1,2a,AMB,MP+,AMB MP+,11/2/20,28.65,6.48,35.47,8.220,,,,,,,,,,,,,,,,,,,,,,